Genotype,D,H,I,T4,T5,T6
GT8_19_C_YA,2.05662960367265,-113.900190146628,3.31362983447031,-3.26780851397171,-0.605038233243824,-0.142207731039319
GT8_22_D_GS,1.74182830292902,290.16744393954,27.8300659709895,-1.9720200025941,-1.18418169456525,0.648753913364935
GT8_29_A_GS,-0.157919251664483,1184.33063341041,111.085412488122,-1.6048652912433,-1.31541612895165,-1.81269439197653
GT8_5_B_GS,0.700392092546938,688.774920897211,67.3440917553075,3.61639773409791,4.08692802300881,4.58713570744484
GT9_15_B_GS,-1.79580338432295,8.77492089726403,-3.02485174199331,-3.57057921859194,-2.26746819154328,-6.32858654918592
GT9_18_B_YA,-0.145025996325163,204.47153710207,10.3109199762989,1.61631556820432,0.298468895304389,1.27279372315431
GT9_29_C_GS,-3.35717153290985,484.387410476665,62.2449203943177,0.328910222681114,-1.11695986547175,-4.70581509825896
GT9_30_D_YA,0.362207709681328,312.498047662617,25.2077464652446,-0.574570484896827,-0.561234587506221,-0.00085868220081384
GT9_4_A_YA,0.59719042020807,261.510472343152,35.2179930791126,-2.99184786529209,-2.91238378655827,-2.02934990726945
GT9_9_A_GS,4.00240654311866,-875.669366589429,-106.715192527408,-1.1361494030244,0.802715942565703,4.73673896200193
RD1_10_C_GS,-1.01416633950368,337.581767586136,51.2569177383104,1.90683698067208,-1.18604765320159,0.289726170542324
RD1_12_D_YA,2.49204637171819,15.7337378713202,4.84101339874007,-3.21713153650561,0.403363232706533,1.14109010900846
RD1_2_A_YA,1.496318715043,356.284716197185,61.0547995716634,-2.96335878274277,-1.58367811913893,-0.824533476608837
RD1_23_C_YA,-1.8920620185895,134.571146238963,22.2203403424046,2.2260899016632,1.48823910953122,-0.531142577925021
RD1_6_A_GS,0.946877441394822,784.66205904205,98.5560444528634,3.03181860713897,2.60377809294258,4.54890013007049
RD10_10_D_GS,1.04956313634188,117.506287468374,21.4193064477192,-0.335833395554349,2.42434500123048,1.26424612181464
RD10_11_B_YA,0.426828796089252,178.256054658212,22.0081799429598,0.615506102021217,0.371015516793396,1.02742853286739
RD10_22_B_GS,0.90037533783286,115.498953328706,-4.5162931949404,0.581609593759695,0.742845365109651,2.24887681173153
RD10_30_A_YA,-1.51991748617478,226.284716197195,18.6356881886775,3.28618639350929,2.0474054320337,0.734855417195562
RD10_6_C_GS,-1.22218262924284,-372.418232413808,-45.5874698470843,0.0319734277964571,-0.126981617442907,-1.89341828078383
RD2_11_B_YA,1.20688988261109,-1101.74394534169,-125.163469855263,-2.1967892272922,-1.14193596286187,-0.531960360937021
RD2_2_C_GS,1.58603728223578,587.581767586117,79.125806252093,-3.40527641914217,-0.126981617442907,-1.11372383388163
RD2_20_A_YA,-1.51991748617478,-1193.71528380269,-160.107437638867,5.47352720519752,2.0474054320337,2.91799986852172
RD2_22_C_YA,0.812149748019543,-535.428853760985,-60.3512123496675,-0.742444057056517,0.580468221738065,0.560429647738063
RD2_9_D_GS,0.633530556863562,-272.493712531596,-14.8102486201983,-4.86675364833709,-1.20673854994215,-3.88173722773986
RD3_19_D_YA,-0.212165394890851,15.7337378713202,7.75530349375438,-1.34226798362999,-0.504407655086634,-1.04205434231769
RD3_2_D_GS,-0.718575326440968,-432.493712531584,-55.220136965183,0.445359751477159,0.00362263378205894,-0.607020550750631
RD3_23_A_YA,-1.36390526887041,156.2847161972,7.78805283501319,1.25508421122739,0.685749100343957,-0.98047236598928
RD3_26_B_GS,-0.0529702877368112,135.498953328704,19.8689842546192,0.425370964353391,-1.82917215030429,0.241326955025199
RD3_29_C_GS,0.233931398931249,-442.418232413803,-54.6448586140636,-3.24903778973587,-1.48863794913264,-2.98499050644688
RD3_4_C_YA,1.38419454480222,-695.428853760972,-95.6465035003963,0.819942237006493,1.9421245534278,2.89951298844465
RD5_10_C_GS,0.233931398931258,47.5817675861591,9.45358496763633,3.00050738651618,1.99115045407446,3.25256506877067
RD5_17_D_YA,-0.212165394890851,195.733737871306,19.7362738843689,-2.4359383894741,-2.31994943067294,-2.13362656798076
RD5_18_A_YA,2.32838387399963,216.284716197196,38.3880988326634,-5.30693822383728,-2.79403930286313,-1.91610570227192
RD5_30_C_YA,0.604133458280386,514.571146238934,62.0489716409335,-2.77354623933843,-1.08377840588272,-1.77865369296853
RD5_5_A_GS,-0.509236586779272,-215.337940957872,-42.1818425417388,-2.28029479267527,-1.63248605009215,-2.93616656019062
RD5_6_D_GS,-0.198534602093077,207.506287468367,31.8701396403877,-1.42950380139846,-3.93005121332161,-1.69859277641371
RD7_12_C_YA,-1.00799278719808,14.5711462389725,-8.86542067108148,0.663703607600192,-1.99154929367588,-0.843020356685899
RD7_14_D_YA,-0.212165394890853,165.733737871308,18.7648438526973,-2.4359383894741,-2.92513002253505,-2.13362656798076
RD7_15_B_GS,-0.677019156954283,-64.5010466712805,-10.7867931105416,-1.29325395911592,0.742845365109651,-2.25369527506182
RD7_29_A_GS,-0.717252876518428,-105.337940957881,-17.0998428793345,-1.49910164564376,-1.78378119805768,-2.62428878142973
RD7_5_C_GS,-0.494125615155798,-62.4182324138323,-3.78413707641034,-2.15536738389175,-1.63993309709817,-2.98499050644689
RD7_7_B_YA,2.92302427295913,698.256054658172,118.665468094268,-4.85284592719931,-1.74711655472397,-0.68789925031745
RD8_11_B_YA,-2.22537889808499,28.2560546582236,-19.2775964030762,2.95908554311574,0.673605812724453,-0.687899250317467
RD8_15_C_GS,1.11669675928618,-252.418232413818,-50.4645253369962,1.90683698067208,1.53726501017788,3.99342079624365
RD8_22_D_GS,-0.198534602093068,377.506287468363,33.9603062789213,-0.335833395554349,-3.02228032552845,-0.607020550750631
RD8_29_B_GS,-1.19705988130217,75.4989533287087,22.6558731059975,-1.29325395911592,-1.67787700233876,-3.03338972196402
RD9_18_C_YA,-0.123923555806663,714.571146238918,75.3251820737764,-0.742444057056515,-0.932483257917197,-0.843020356685898
RD9_30_D_YA,-1.76816331549524,-174.266262128665,-49.2352583643032,7.71957252193548,4.33703707981018,3.79378461748633
RD9_4_B_YA,-1.65333410130231,-151.743945341762,-17.6585463502903,2.49036965489683,0.976196108655507,-0.220082582176134
RD9_5_B_GS,0.779094871219818,-344.501046671259,-48.4097926041479,0.894086852572299,2.10450169679939,2.11259362759048
RD9_6_D_GS,-0.171983516372088,17.5062874683815,-13.416804194509,4.9762800042599,4.54247707274785,4.45443233637875
