Genotype,Envir,Latitude,Longitude,I,Lat,Lon,I_spats_residuals,I_spats_geno_pred_values,I_spats_adj_pheno
GL6_18_D_YA,YA_2019_D,56.91,-5.13,433,56.91,-5.13,-61.9449350319757,557.231229410186,495.28629437821
GL8_30_D_YA,YA_2019_D,56.91,-5.13,460,56.91,-5.13,-48.4449350319756,570.731229410185,522.28629437821
GT1_23_D_YA,YA_2019_D,57.05,-2.86,580,57.05,-2.86,5.78991235262652,624.966076794787,630.755989147413
GT2_23_D_YA,YA_2019_D,57.05,-2.86,470,57.05,-2.86,-49.2100876473739,569.966076794787,520.755989147413
GT5_1_D_YA,YA_2019_D,57.05,-2.86,574,57.05,-2.86,2.7899123526264,621.966076794787,624.755989147413
GT6_4_D_YA,YA_2019_D,57.05,-2.86,520,57.05,-2.86,-24.2100876473737,594.966076794787,570.755989147413
GT8_11_D_YA,YA_2019_D,57.05,-2.86,586,57.05,-2.86,8.78991235262652,627.966076794786,636.755989147413
GT9_30_D_YA,YA_2019_D,57.05,-2.86,693,57.05,-2.86,62.2899123526269,681.466076794786,743.755989147413
RD1_12_D_YA,YA_2019_D,57.89,-4.98,740,57.89,-4.98,42.4202515278989,661.596415970059,704.016667497958
RD3_19_D_YA,YA_2019_D,57.89,-4.98,540,57.89,-4.98,-57.5797484721018,561.59641597006,504.016667497958
RD5_17_D_YA,YA_2019_D,57.89,-4.98,830,57.89,-4.98,87.4202515278993,706.596415970059,794.016667497958
RD7_14_D_YA,YA_2019_D,57.89,-4.98,650,57.89,-4.98,-2.57974847210141,616.59641597006,614.016667497958
RD9_30_D_YA,YA_2019_D,57.89,-4.98,582,57.89,-4.98,-36.5797484721016,582.59641597006,546.016667497958
