Genotype,Envir,Latitude,Longitude,I,Lat,Lon,I_spats_residuals,I_spats_geno_pred_values,I_spats_adj_pheno
GL3_26_D_GS,GS_2018_D,56.91,-5.13,320,56.91,-5.13,35.5061570787118,317.139996560423,352.646153639135
GL4_3_D_GS,GS_2018_D,56.91,-5.13,200,56.91,-5.13,-24.4938429212871,257.139996560423,232.646153639136
GL6_15_D_GS,GS_2018_D,56.91,-5.13,270,56.91,-5.13,10.5061570787121,292.139996560423,302.646153639135
GL7_15_D_GS,GS_2018_D,56.91,-5.13,280,56.91,-5.13,15.506157078712,297.139996560423,312.646153639135
GL8_15_D_GS,GS_2018_D,56.91,-5.13,125,56.91,-5.13,-61.9938429212867,219.639996560422,157.646153639136
GT2_26_D_GS,GS_2018_D,57.05,-2.86,390,57.05,-2.86,22.3482928662463,303.982132347957,326.330425214204
GT6_29_D_GS,GS_2018_D,57.05,-2.86,260,57.05,-2.86,-42.651707133753,238.982132347957,196.330425214204
GT8_22_D_GS,GS_2018_D,57.05,-2.86,380,57.05,-2.86,17.3482928662464,298.982132347957,316.330425214204
RD10_10_D_GS,GS_2018_D,57.89,-4.98,350,57.89,-4.98,-10.5295534005042,271.104286081206,260.574732680702
RD2_9_D_GS,GS_2018_D,57.89,-4.98,320,57.89,-4.98,-25.5295534005041,256.104286081206,230.574732680702
RD3_2_D_GS,GS_2018_D,57.89,-4.98,270,57.89,-4.98,-50.5295534005037,231.104286081206,180.574732680702
RD5_6_D_GS,GS_2018_D,57.89,-4.98,460,57.89,-4.98,44.4704465994951,326.104286081207,370.574732680702
RD8_22_D_GS,GS_2018_D,57.89,-4.98,445,57.89,-4.98,36.9704465994952,318.604286081207,355.574732680702
RD9_6_D_GS,GS_2018_D,57.89,-4.98,350,57.89,-4.98,-10.5295534005042,271.104286081206,260.574732680702
BE10_19_D_GS,GS_2019_D,57.63,-5.35,210,57.63,-5.35,-55.4518474740228,152.435104591846,96.9832571178232
BE2_15_D_GS,GS_2019_D,57.63,-5.35,420,57.63,-5.35,49.5481525259756,257.435104591848,306.983257117823
BE3_29_D_GS,GS_2019_D,57.63,-5.35,220,57.63,-5.35,-50.451847474023,157.435104591846,106.983257117823
BE4_6_D_GS,GS_2019_D,57.63,-5.35,460,57.63,-5.35,69.5481525259752,277.435104591848,346.983257117823
BE8_22_D_GS,GS_2019_D,57.63,-5.35,325,57.63,-5.35,2.04815252597626,209.935104591847,211.983257117823
BE9_29_D_GS,GS_2019_D,57.63,-5.35,290,57.63,-5.35,-15.4518474740235,192.435104591847,176.983257117823
GA1_26_D_GS,GS_2019_D,57.27,-4.92,175,57.27,-4.92,-26.1781822129629,181.708769852907,155.530587639944
GA10_22_D_GS,GS_2019_D,57.27,-4.92,300,57.27,-4.92,36.3218177870364,244.208769852908,280.530587639944
GA3_29_D_GS,GS_2019_D,57.27,-4.92,195,57.27,-4.92,-16.178182212963,191.708769852907,175.530587639944
GA5_6_D_GS,GS_2019_D,57.27,-4.92,15,57.27,-4.92,-106.178182212962,101.708769852906,-4.46941236005587
GA6_5_D_GS,GS_2019_D,57.27,-4.92,225,57.27,-4.92,-1.17818221296321,206.708769852907,205.530587639944
GA7_26_D_GS,GS_2019_D,57.27,-4.92,405,57.27,-4.92,88.8218177870356,296.708769852909,385.530587639944
GA8_29_D_GS,GS_2019_D,57.27,-4.92,195,57.27,-4.92,-16.178182212963,191.708769852907,175.530587639944
GL3_26_D_GS,GS_2019_D,56.91,-5.13,300,56.91,-5.13,-19.8089025816587,188.078049484211,168.269146902553
GL4_3_D_GS,GS_2019_D,56.91,-5.13,340,56.91,-5.13,0.191097418340974,208.078049484212,208.269146902553
GL6_15_D_GS,GS_2019_D,56.91,-5.13,450,56.91,-5.13,55.1910974183402,263.078049484213,318.269146902553
GL7_15_D_GS,GS_2019_D,56.91,-5.13,280,56.91,-5.13,-29.8089025816585,178.078049484211,148.269146902553
GL8_15_D_GS,GS_2019_D,56.91,-5.13,375,56.91,-5.13,17.6910974183407,225.578049484212,243.269146902553
GT2_26_D_GS,GS_2019_D,57.05,-2.86,360,57.05,-2.86,45.9253236165065,253.812275682378,299.737599298885
GT6_29_D_GS,GS_2019_D,57.05,-2.86,100,57.05,-2.86,-84.0746763834919,123.812275682376,39.7375992988844
GT8_22_D_GS,GS_2019_D,57.05,-2.86,350,57.05,-2.86,40.9253236165066,248.812275682378,289.737599298885
RD10_10_D_GS,GS_2019_D,57.89,-4.98,270,57.89,-4.98,-37.1288496010827,170.758102464787,133.629252863704
RD2_9_D_GS,GS_2019_D,57.89,-4.98,320,57.89,-4.98,-12.1288496010831,195.758102464787,183.629252863704
RD3_2_D_GS,GS_2019_D,57.89,-4.98,340,57.89,-4.98,-2.12884960108323,205.758102464787,203.629252863704
RD5_6_D_GS,GS_2019_D,57.89,-4.98,460,57.89,-4.98,57.8711503989158,265.758102464788,323.629252863704
RD8_22_D_GS,GS_2019_D,57.89,-4.98,425,57.89,-4.98,40.3711503989161,248.258102464788,288.629252863704
RD9_6_D_GS,GS_2019_D,57.89,-4.98,280,57.89,-4.98,-32.1288496010828,175.758102464787,143.629252863704
BE10_22_B_GS,GS_2020_B,57.63,-5.35,280,57.63,-5.35,-8.69885145607867,331.707543714857,323.008692258779
BE3_22_B_GS,GS_2020_B,57.63,-5.35,350,57.63,-5.35,26.3011485439209,366.707543714858,393.008692258779
BE5_5_B_GS,GS_2020_B,57.63,-5.35,300,57.63,-5.35,1.30114854392122,341.707543714857,343.008692258779
BE8_5_B_GS,GS_2020_B,57.63,-5.35,260,57.63,-5.35,-18.6988514560786,321.707543714857,303.008692258779
GA3_22_B_GS,GS_2020_B,57.27,-4.92,380,57.27,-4.92,23.8988667057022,364.305261876639,388.204128582341
GA5_9_B_GS,GS_2020_B,57.27,-4.92,330,57.27,-4.92,-1.10113329429743,339.305261876638,338.204128582341
GA6_3_B_GS,GS_2020_B,57.27,-4.92,210,57.27,-4.92,-61.1011332942967,279.305261876638,218.204128582341
GA7_15_B_GS,GS_2020_B,57.27,-4.92,390,57.27,-4.92,28.8988667057022,369.305261876639,398.204128582341
GA9_29_B_GS,GS_2020_B,57.27,-4.92,430,57.27,-4.92,48.8988667057019,389.305261876639,438.204128582341
GL1_22_B_GS,GS_2020_B,56.91,-5.13,150,56.91,-5.13,-45.9114173411967,294.494977829738,248.583560488541
GL2_15_B_GS,GS_2020_B,56.91,-5.13,280,56.91,-5.13,19.088582658802,359.494977829738,378.58356048854
GL3_10_B_GS,GS_2020_B,56.91,-5.13,250,56.91,-5.13,4.08858265880261,344.494977829738,348.583560488541
GT1_6_B_GS,GS_2020_B,57.05,-2.86,290,57.05,-2.86,-15.3363265312645,325.070068639671,309.733742108406
GT2_2_B_GS,GS_2020_B,57.05,-2.86,190,57.05,-2.86,-65.3363265312641,275.07006863967,209.733742108406
GT3_2_B_GS,GS_2020_B,57.05,-2.86,270,57.05,-2.86,-25.3363265312644,315.07006863967,289.733742108406
GT5_2_B_GS,GS_2020_B,57.05,-2.86,350,57.05,-2.86,14.6636734687351,355.070068639671,369.733742108406
GT6_10_B_GS,GS_2020_B,57.05,-2.86,460,57.05,-2.86,69.6636734687343,410.070068639672,479.733742108406
GT7_22_B_GS,GS_2020_B,57.05,-2.86,200,57.05,-2.86,-60.3363265312639,280.07006863967,219.733742108406
GT8_5_B_GS,GS_2020_B,57.05,-2.86,390,57.05,-2.86,34.6636734687348,375.070068639671,409.733742108406
GT9_15_B_GS,GS_2020_B,57.05,-2.86,410,57.05,-2.86,44.6636734687347,385.070068639671,429.733742108406
RD10_22_B_GS,GS_2020_B,57.89,-4.98,160,57.89,-4.98,-61.8548126860462,278.551582484888,216.696769798842
RD3_26_B_GS,GS_2020_B,57.89,-4.98,410,57.89,-4.98,63.1451873139517,403.551582484889,466.696769798841
RD7_15_B_GS,GS_2020_B,57.89,-4.98,340,57.89,-4.98,28.1451873139522,368.551582484889,396.696769798841
RD8_29_B_GS,GS_2020_B,57.89,-4.98,290,57.89,-4.98,3.14518731395242,343.551582484889,346.696769798841
RD9_5_B_GS,GS_2020_B,57.89,-4.98,190,57.89,-4.98,-46.8548126860463,293.551582484888,246.696769798842
BE10_22_B_GS,GS_2015_B,57.63,-5.35,255,57.63,-5.35,15.6631717778668,101.232453378445,116.895625156312
BE3_22_B_GS,GS_2015_B,57.63,-5.35,200,57.63,-5.35,-11.8368282221326,73.7324533784444,61.8956251563118
BE5_5_B_GS,GS_2015_B,57.63,-5.35,195,57.63,-5.35,-14.3368282221325,71.2324533784444,56.8956251563118
BE8_5_B_GS,GS_2015_B,57.63,-5.35,245,57.63,-5.35,10.6631717778669,96.2324533784449,106.895625156312
GA3_22_B_GS,GS_2015_B,57.27,-4.92,140,57.27,-4.92,-9.60513452947109,75.9641470711061,66.359012541635
GA5_9_B_GS,GS_2015_B,57.27,-4.92,250,57.27,-4.92,45.3948654705277,130.964147071107,176.359012541635
GA6_3_B_GS,GS_2015_B,57.27,-4.92,125,57.27,-4.92,-17.1051345294709,68.4641470711059,51.359012541635
GA7_15_B_GS,GS_2015_B,57.27,-4.92,180,57.27,-4.92,10.3948654705285,95.9641470711065,106.359012541635
GA9_29_B_GS,GS_2015_B,57.27,-4.92,160,57.27,-4.92,0.394865470528686,85.9641470711063,86.359012541635
GL1_22_B_GS,GS_2015_B,56.91,-5.13,170,56.91,-5.13,13.5111989375337,99.0804805381121,112.591679475646
GL2_15_B_GS,GS_2015_B,56.91,-5.13,100,56.91,-5.13,-21.4888010624652,64.0804805381113,42.5916794756461
GL3_10_B_GS,GS_2015_B,56.91,-5.13,125,56.91,-5.13,-8.98880106246583,76.5804805381116,67.5916794756458
GT1_6_B_GS,GS_2015_B,57.05,-2.86,140,57.05,-2.86,-6.18849798867765,79.3807836118999,73.1922856232223
GT2_2_B_GS,GS_2015_B,57.05,-2.86,190,57.05,-2.86,18.8115020113218,104.3807836119,123.192285623222
GT3_2_B_GS,GS_2015_B,57.05,-2.86,195,57.05,-2.86,21.3115020113217,106.880783611901,128.192285623222
GT5_2_B_GS,GS_2015_B,57.05,-2.86,105,57.05,-2.86,-23.6884979886773,61.8807836118995,38.1922856232223
GT6_10_B_GS,GS_2015_B,57.05,-2.86,155,57.05,-2.86,1.31150201132218,86.8807836119001,88.1922856232223
GT7_22_B_GS,GS_2015_B,57.05,-2.86,80,57.05,-2.86,-36.1884979886767,49.3807836118992,13.1922856232225
GT8_5_B_GS,GS_2015_B,57.05,-2.86,220,57.05,-2.86,33.8115020113214,119.380783611901,153.192285623222
GT9_15_B_GS,GS_2015_B,57.05,-2.86,130,57.05,-2.86,-11.1884979886775,74.3807836118998,63.1922856232223
RD10_22_B_GS,GS_2015_B,57.89,-4.98,160,57.89,-4.98,-6.13052547345964,79.4387561271176,73.308230653658
RD3_26_B_GS,GS_2015_B,57.89,-4.98,185,57.89,-4.98,6.36947452654007,91.9387561271179,98.308230653658
RD7_15_B_GS,GS_2015_B,57.89,-4.98,170,57.89,-4.98,-1.13052547345976,84.4387561271177,83.308230653658
RD8_29_B_GS,GS_2015_B,57.89,-4.98,160,57.89,-4.98,-6.13052547345964,79.4387561271176,73.308230653658
RD9_5_B_GS,GS_2015_B,57.89,-4.98,165,57.89,-4.98,-3.6305254734597,81.9387561271177,78.308230653658
BE10_22_B_GS,GS_2016_B,57.63,-5.35,375,57.63,-5.35,36.2900441216959,189.503222532876,225.793266654572
BE3_22_B_GS,GS_2016_B,57.63,-5.35,175,57.63,-5.35,-63.7099558783018,89.5032225328735,25.7932666545717
BE5_5_B_GS,GS_2016_B,57.63,-5.35,355,57.63,-5.35,26.2900441216962,179.503222532876,205.793266654572
BE8_5_B_GS,GS_2016_B,57.63,-5.35,305,57.63,-5.35,1.29004412169678,154.503222532875,155.793266654572
GA3_22_B_GS,GS_2016_B,57.27,-4.92,265,57.27,-4.92,0.684011420550803,153.897189831729,154.58120125228
GA5_9_B_GS,GS_2016_B,57.27,-4.92,245,57.27,-4.92,-9.31598857944903,143.897189831729,134.58120125228
GA6_3_B_GS,GS_2016_B,57.27,-4.92,290,57.27,-4.92,13.1840114205504,166.397189831729,179.58120125228
GA7_15_B_GS,GS_2016_B,57.27,-4.92,385,57.27,-4.92,60.6840114205492,213.897189831731,274.58120125228
GA9_29_B_GS,GS_2016_B,57.27,-4.92,195,57.27,-4.92,-34.3159885794485,118.897189831728,84.5812012522798
GL1_22_B_GS,GS_2016_B,56.91,-5.13,180,56.91,-5.13,-15.0995377729573,138.113640638221,123.014102865263
GL2_15_B_GS,GS_2016_B,56.91,-5.13,230,56.91,-5.13,9.90046222704203,163.113640638221,173.014102865263
GL3_10_B_GS,GS_2016_B,56.91,-5.13,185,56.91,-5.13,-12.5995377729575,140.613640638221,128.014102865263
GT1_6_B_GS,GS_2016_B,57.05,-2.86,220,57.05,-2.86,15.9866904408105,169.19986885199,185.1865592928
GT2_2_B_GS,GS_2016_B,57.05,-2.86,260,57.05,-2.86,35.98669044081,189.19986885199,225.1865592928
GT3_2_B_GS,GS_2016_B,57.05,-2.86,35,57.05,-2.86,-76.5133095591873,76.6998688519876,0.186559292800268
GT5_2_B_GS,GS_2016_B,57.05,-2.86,170,57.05,-2.86,-9.01330955918888,144.199868851989,135.1865592928
GT6_10_B_GS,GS_2016_B,57.05,-2.86,220,57.05,-2.86,15.9866904408105,169.19986885199,185.1865592928
GT7_22_B_GS,GS_2016_B,57.05,-2.86,135,57.05,-2.86,-26.5133095591885,126.699868851989,100.1865592928
GT8_5_B_GS,GS_2016_B,57.05,-2.86,240,57.05,-2.86,25.9866904408102,179.19986885199,205.1865592928
GT9_15_B_GS,GS_2016_B,57.05,-2.86,220,57.05,-2.86,15.9866904408105,169.19986885199,185.1865592928
RD10_22_B_GS,GS_2016_B,57.89,-4.98,250,57.89,-4.98,20.7649712405654,173.978149651745,194.74312089231
RD3_26_B_GS,GS_2016_B,57.89,-4.98,230,57.89,-4.98,10.7649712405657,163.978149651745,174.74312089231
RD7_15_B_GS,GS_2016_B,57.89,-4.98,165,57.89,-4.98,-21.7350287594335,131.478149651744,109.74312089231
RD8_29_B_GS,GS_2016_B,57.89,-4.98,250,57.89,-4.98,20.7649712405654,173.978149651745,194.74312089231
RD9_5_B_GS,GS_2016_B,57.89,-4.98,125,57.89,-4.98,-41.735028759433,111.478149651743,69.7431208923103
BE10_22_B_GS,GS_2017_B,57.63,-5.35,520,57.63,-5.35,80.6558284885036,126.399879884386,207.05570837289
BE3_22_B_GS,GS_2017_B,57.63,-5.35,295,57.63,-5.35,-31.8441715114948,13.8998798843848,-17.94429162711
BE5_5_B_GS,GS_2017_B,57.63,-5.35,300,57.63,-5.35,-29.344171511495,16.3998798843849,-12.9442916271101
BE8_5_B_GS,GS_2017_B,57.63,-5.35,320,57.63,-5.35,-19.3441715114951,26.399879884385,7.05570837288996
GA3_22_B_GS,GS_2017_B,57.27,-4.92,285,57.27,-4.92,38.2608417144782,84.0048931103597,122.265734824838
GA5_9_B_GS,GS_2017_B,57.27,-4.92,220,57.27,-4.92,5.76084171447857,51.5048931103593,57.2657348248379
GA6_3_B_GS,GS_2017_B,57.27,-4.92,155,57.27,-4.92,-26.739158285521,19.0048931103589,-7.73426517516212
GA7_15_B_GS,GS_2017_B,57.27,-4.92,355,57.27,-4.92,73.2608417144782,119.00489311036,192.265734824838
GA9_29_B_GS,GS_2017_B,57.27,-4.92,75,57.27,-4.92,-66.7391582855205,-20.9951068896417,-87.7342651751621
GL1_22_B_GS,GS_2017_B,56.91,-5.13,210,56.91,-5.13,12.9325019265683,58.6765533224493,71.6090552490176
GL2_15_B_GS,GS_2017_B,56.91,-5.13,160,56.91,-5.13,-12.0674980734314,33.676553322449,21.6090552490176
GL3_10_B_GS,GS_2017_B,56.91,-5.13,155,56.91,-5.13,-14.5674980734313,31.176553322449,16.6090552490177
GT1_6_B_GS,GS_2017_B,57.05,-2.86,230,57.05,-2.86,-7.70271229271239,38.0413391031684,30.338626810456
GT2_2_B_GS,GS_2017_B,57.05,-2.86,170,57.05,-2.86,-37.702712292712,8.04133910316796,-29.661373189544
GT3_2_B_GS,GS_2017_B,57.05,-2.86,210,57.05,-2.86,-17.7027122927123,28.0413391031682,10.338626810456
GT5_2_B_GS,GS_2017_B,57.05,-2.86,300,57.05,-2.86,27.297287707287,73.0413391031688,100.338626810456
GT6_10_B_GS,GS_2017_B,57.05,-2.86,345,57.05,-2.86,49.7972877072866,95.5413391031691,145.338626810456
GT7_22_B_GS,GS_2017_B,57.05,-2.86,150,57.05,-2.86,-47.7027122927119,-1.95866089683218,-49.661373189544
GT8_5_B_GS,GS_2017_B,57.05,-2.86,325,57.05,-2.86,39.7972877072867,85.541339103169,125.338626810456
GT9_15_B_GS,GS_2017_B,57.05,-2.86,230,57.05,-2.86,-7.70271229271239,38.0413391031684,30.338626810456
RD10_22_B_GS,GS_2017_B,57.89,-4.98,305,57.89,-4.98,31.2793340071096,77.0233854029913,108.302719410101
RD3_26_B_GS,GS_2017_B,57.89,-4.98,275,57.89,-4.98,16.2793340071099,62.0233854029911,78.302719410101
RD7_15_B_GS,GS_2017_B,57.89,-4.98,195,57.89,-4.98,-23.7206659928895,22.0233854029906,-1.69728058989893
RD8_29_B_GS,GS_2017_B,57.89,-4.98,200,57.89,-4.98,-21.2206659928896,24.5233854029906,3.30271941010105
RD9_5_B_GS,GS_2017_B,57.89,-4.98,220,57.89,-4.98,-11.2206659928897,34.5233854029908,23.3027194101011
BE10_22_B_GS,GS_2018_B,57.63,-5.35,470,57.63,-5.35,53.7743146020048,268.15412524656,321.928439848564
BE3_22_B_GS,GS_2018_B,57.63,-5.35,310,57.63,-5.35,-26.2256853979939,188.154125246558,161.928439848564
BE5_5_B_GS,GS_2018_B,57.63,-5.35,310,57.63,-5.35,-26.2256853979939,188.154125246558,161.928439848564
BE8_5_B_GS,GS_2018_B,57.63,-5.35,360,57.63,-5.35,-1.22568539799431,213.154125246559,211.928439848564
GA3_22_B_GS,GS_2018_B,57.27,-4.92,340,57.27,-4.92,25.2549025953014,239.634713239855,264.889615835156
GA5_9_B_GS,GS_2018_B,57.27,-4.92,325,57.27,-4.92,17.7549025953016,232.134713239855,249.889615835156
GA6_3_B_GS,GS_2018_B,57.27,-4.92,210,57.27,-4.92,-39.7450974046976,174.634713239854,134.889615835156
GA7_15_B_GS,GS_2018_B,57.27,-4.92,350,57.27,-4.92,30.2549025953014,244.634713239855,274.889615835156
GA9_29_B_GS,GS_2018_B,57.27,-4.92,260,57.27,-4.92,-14.7450974046978,199.634713239854,184.889615835156
GL1_22_B_GS,GS_2018_B,56.91,-5.13,200,56.91,-5.13,-37.769078046543,176.610732598008,138.841654551465
GL2_15_B_GS,GS_2018_B,56.91,-5.13,290,56.91,-5.13,7.230921953456,221.610732598009,228.841654551465
GL3_10_B_GS,GS_2018_B,56.91,-5.13,315,56.91,-5.13,19.7309219534558,234.110732598009,253.841654551465
GT1_6_B_GS,GS_2018_B,57.05,-2.86,365,57.05,-2.86,32.340119676379,246.719930320933,279.060049997312
GT2_2_B_GS,GS_2018_B,57.05,-2.86,255,57.05,-2.86,-22.65988032362,191.719930320932,169.060049997312
GT3_2_B_GS,GS_2018_B,57.05,-2.86,280,57.05,-2.86,-10.1598803236203,204.219930320932,194.060049997312
GT5_2_B_GS,GS_2018_B,57.05,-2.86,370,57.05,-2.86,34.840119676379,249.219930320933,284.060049997312
GT6_10_B_GS,GS_2018_B,57.05,-2.86,190,57.05,-2.86,-55.159880323619,159.219930320932,104.060049997313
GT7_22_B_GS,GS_2018_B,57.05,-2.86,190,57.05,-2.86,-55.159880323619,159.219930320932,104.060049997313
GT8_5_B_GS,GS_2018_B,57.05,-2.86,420,57.05,-2.86,59.8401196763785,274.219930320934,334.060049997312
GT9_15_B_GS,GS_2018_B,57.05,-2.86,330,57.05,-2.86,14.8401196763793,229.219930320933,244.060049997312
RD10_22_B_GS,GS_2018_B,57.89,-4.98,300,57.89,-4.98,-5.35709893119929,209.022711713353,203.665612782154
RD3_26_B_GS,GS_2018_B,57.89,-4.98,320,57.89,-4.98,4.64290106880048,219.022711713353,223.665612782154
RD7_15_B_GS,GS_2018_B,57.89,-4.98,270,57.89,-4.98,-20.3570989311991,194.022711713353,173.665612782154
RD8_29_B_GS,GS_2018_B,57.89,-4.98,415,57.89,-4.98,52.1429010687996,266.522711713354,318.665612782154
RD9_5_B_GS,GS_2018_B,57.89,-4.98,235,57.89,-4.98,-37.8570989311987,176.522711713353,138.665612782154
BE10_22_B_GS,GS_2019_B,57.63,-5.35,380,57.63,-5.35,23.8379233942474,263.001426859805,286.839350254052
BE3_22_B_GS,GS_2019_B,57.63,-5.35,270,57.63,-5.35,-31.162076605752,208.001426859804,176.839350254052
BE5_5_B_GS,GS_2019_B,57.63,-5.35,410,57.63,-5.35,38.8379233942472,278.001426859805,316.839350254052
BE8_5_B_GS,GS_2019_B,57.63,-5.35,270,57.63,-5.35,-31.162076605752,208.001426859804,176.839350254052
GA3_22_B_GS,GS_2019_B,57.27,-4.92,360,57.27,-4.92,33.0780047386335,272.241508204191,305.319512942825
GA5_9_B_GS,GS_2019_B,57.27,-4.92,315,57.27,-4.92,10.5780047386338,249.741508204191,260.319512942825
GA6_3_B_GS,GS_2019_B,57.27,-4.92,240,57.27,-4.92,-26.9219952613658,212.24150820419,185.319512942825
GA7_15_B_GS,GS_2019_B,57.27,-4.92,380,57.27,-4.92,43.0780047386334,282.241508204191,325.319512942825
GA9_29_B_GS,GS_2019_B,57.27,-4.92,310,57.27,-4.92,8.07800473863375,247.241508204191,255.319512942825
GL1_22_B_GS,GS_2019_B,56.91,-5.13,270,56.91,-5.13,-12.1932519228363,226.97025154272,214.776999619884
GL2_15_B_GS,GS_2019_B,56.91,-5.13,340,56.91,-5.13,22.8067480771634,261.970251542721,284.776999619884
GL3_10_B_GS,GS_2019_B,56.91,-5.13,195,56.91,-5.13,-49.6932519228363,189.47025154272,139.776999619884
GT1_6_B_GS,GS_2019_B,57.05,-2.86,355,57.05,-2.86,25.0468609573408,264.210364422899,289.257225380239
GT2_2_B_GS,GS_2019_B,57.05,-2.86,105,57.05,-2.86,-99.9531390426575,139.210364422897,39.2572253802397
GT3_2_B_GS,GS_2019_B,57.05,-2.86,300,57.05,-2.86,-2.45313904265879,236.710364422898,234.257225380239
GT5_2_B_GS,GS_2019_B,57.05,-2.86,440,57.05,-2.86,67.5468609573403,306.710364422899,374.257225380239
GT6_10_B_GS,GS_2019_B,57.05,-2.86,450,57.05,-2.86,72.5468609573403,311.710364422899,384.257225380239
GT7_22_B_GS,GS_2019_B,57.05,-2.86,210,57.05,-2.86,-47.4531390426583,191.710364422898,144.257225380239
GT8_5_B_GS,GS_2019_B,57.05,-2.86,400,57.05,-2.86,47.5468609573405,286.710364422899,334.257225380239
GT9_15_B_GS,GS_2019_B,57.05,-2.86,170,57.05,-2.86,-67.4531390426579,171.710364422898,104.25722538024
RD10_22_B_GS,GS_2019_B,57.89,-4.98,300,57.89,-4.98,5.09263016790328,244.25613363346,249.348763801364
RD3_26_B_GS,GS_2019_B,57.89,-4.98,230,57.89,-4.98,-29.9073698320963,209.25613363346,179.348763801364
RD7_15_B_GS,GS_2019_B,57.89,-4.98,290,57.89,-4.98,0.0926301679033372,239.25613363346,239.348763801364
RD8_29_B_GS,GS_2019_B,57.89,-4.98,355,57.89,-4.98,32.5926301679029,271.756133633461,304.348763801364
RD9_5_B_GS,GS_2019_B,57.89,-4.98,225,57.89,-4.98,-32.4073698320963,206.75613363346,174.348763801364
BE2_1_C_YA,YA_2020_C,57.63,-5.35,390,57.63,-5.35,-77.2091364715873,271.986623616271,194.777487144684
BE3_20_C_YA,YA_2020_C,57.63,-5.35,570,57.63,-5.35,12.7908635284132,361.986623616271,374.777487144684
BE4_23_C_YA,YA_2020_C,57.63,-5.35,430,57.63,-5.35,-57.2091364715873,291.986623616271,234.777487144684
BE5_19_C_YA,YA_2020_C,57.63,-5.35,650,57.63,-5.35,52.7908635284133,401.986623616271,454.777487144684
BE7_6_C_YA,YA_2020_C,57.63,-5.35,630,57.63,-5.35,42.7908635284133,391.986623616271,434.777487144684
BE8_19_C_YA,YA_2020_C,57.63,-5.35,570,57.63,-5.35,12.7908635284132,361.986623616271,374.777487144684
BE9_21_C_YA,YA_2020_C,57.63,-5.35,570,57.63,-5.35,12.7908635284132,361.986623616271,374.777487144684
GA10_27_C_YA,YA_2020_C,57.27,-4.92,320,57.27,-4.92,-77.4267897040986,271.76897038376,194.342180679661
GA3_27_C_YA,YA_2020_C,57.27,-4.92,460,57.27,-4.92,-7.42678970409838,341.76897038376,334.342180679661
GA5_23_C_YA,YA_2020_C,57.27,-4.92,520,57.27,-4.92,22.5732102959017,371.76897038376,394.342180679661
GA6_27_C_YA,YA_2020_C,57.27,-4.92,470,57.27,-4.92,-2.42678970409838,346.76897038376,344.342180679661
GA7_23_C_YA,YA_2020_C,57.27,-4.92,530,57.27,-4.92,27.5732102959017,376.76897038376,404.342180679661
GA9_12_C_YA,YA_2020_C,57.27,-4.92,370,57.27,-4.92,-52.4267897040985,296.76897038376,244.342180679661
GL2_1_C_YA,YA_2020_C,56.91,-5.13,720,56.91,-5.13,113.310827971087,462.506588058944,575.817416030031
GL3_12_C_YA,YA_2020_C,56.91,-5.13,410,56.91,-5.13,-41.6891720289133,307.506588058945,265.817416030031
GL4_5_C_YA,YA_2020_C,56.91,-5.13,410,56.91,-5.13,-41.6891720289133,307.506588058945,265.817416030031
GL7_10_C_YA,YA_2020_C,56.91,-5.13,510,56.91,-5.13,8.31082797108684,357.506588058945,365.817416030031
GL8_19_C_YA,YA_2020_C,56.91,-5.13,520,56.91,-5.13,13.310827971087,362.506588058945,375.817416030031
GT2_18_C_YA,YA_2020_C,57.05,-2.86,450,57.05,-2.86,-39.7246342204702,309.471125867388,269.746491646918
GT6_30_C_YA,YA_2020_C,57.05,-2.86,670,57.05,-2.86,70.2753657795298,419.471125867388,489.746491646918
GT7_12_C_YA,YA_2020_C,57.05,-2.86,420,57.05,-2.86,-54.7246342204703,294.471125867388,239.746491646918
GT8_19_C_YA,YA_2020_C,57.05,-2.86,590,57.05,-2.86,30.2753657795297,379.471125867388,409.746491646918
RD1_23_C_YA,YA_2020_C,57.89,-4.98,410,57.89,-4.98,-13.7718182412988,335.423941846559,321.65212360526
RD2_22_C_YA,YA_2020_C,57.89,-4.98,440,57.89,-4.98,1.22818175870123,350.423941846559,351.65212360526
RD3_4_C_YA,YA_2020_C,57.89,-4.98,330,57.89,-4.98,-53.7718182412989,295.423941846559,241.65212360526
RD5_30_C_YA,YA_2020_C,57.89,-4.98,570,57.89,-4.98,66.2281817587013,415.423941846559,481.65212360526
RD7_12_C_YA,YA_2020_C,57.89,-4.98,370,57.89,-4.98,-33.7718182412989,315.423941846559,281.65212360526
RD9_18_C_YA,YA_2020_C,57.89,-4.98,570,57.89,-4.98,66.2281817587013,415.423941846559,481.65212360526
BE2_1_C_YA,YA_2016_C,57.63,-5.35,267,57.63,-5.35,-12.2272732201533,272.993554900366,260.766281680213
BE3_20_C_YA,YA_2016_C,57.63,-5.35,450,57.63,-5.35,79.2727267798468,364.493554900366,443.766281680213
BE4_23_C_YA,YA_2016_C,57.63,-5.35,112,57.63,-5.35,-89.7272732201535,195.493554900366,105.766281680213
BE5_19_C_YA,YA_2016_C,57.63,-5.35,340,57.63,-5.35,24.2727267798467,309.493554900366,333.766281680213
BE7_6_C_YA,YA_2016_C,57.63,-5.35,453,57.63,-5.35,80.7727267798468,365.993554900366,446.766281680213
BE8_19_C_YA,YA_2016_C,57.63,-5.35,285,57.63,-5.35,-3.22727322015328,281.993554900366,278.766281680213
